X,data,volume,price,open,high,low,close,diff,times,result,MinLow,MaxHigh,RSV,K,D,J
2636,109/09/16,1504429,114649445,75.8,77,75.2,75.2,0.1,937,1,73.8,78.1,32.55813953,22.04377792,19.12162686,13.27732473
2637,109/09/17,652603,49667467,75.6,76.5,75.5,76.4,1.2,501,0,73.8,78.1,60.46511628,34.85089071,24.36471481,3.392363007
2638,109/09/18,434217,33093221,76.3,76.6,75.8,76.1,-0.3,353,0,73.8,77.1,69.6969697,46.46625037,31.73189333,2.263179244
2639,109/09/21,348836,26422984,75.9,76,75.5,75.5,-0.6,261,0,73.8,77,53.125,48.68583358,37.38320675,14.77795308
2640,109/09/22,564301,42064223,75.4,75.4,74.2,74.4,-1.1,380,0,73.8,77,18.75,38.70722239,37.82454529,36.0591911
2641,109/09/23,900191,66316057,74.5,74.7,73.2,73.5,-0.9,641,1,73.2,77,7.894736842,28.43639387,34.69516149,47.21269671
2642,109/09/24,1576167,117073023,73.6,75.6,73.5,73.9,0.4,1120,0,73.2,77,18.42105263,25.09794679,31.49608992,44.29237618
2643,109/09/25,1415995,102833730,74.3,74.7,71,71.7,-2.2,1017,1,71,77,11.66666667,20.62085342,27.87101109,42.37132643
2644,109/09/28,448002,32264830,72,72.3,71.7,71.9,0.2,313,1,71,77,15,18.74723561,24.82975259,36.99478656
2645,109/09/29,350550,25284410,72.5,72.7,71.8,72.1,0.2,183,1,71,76.6,19.64285714,19.04577612,22.90176044,30.61372907
2646,109/09/30,269520,19463299,72.6,72.6,71.6,72.4,0.3,217,1,71,76.6,25,21.03051741,22.27801276,24.77300346
2647,109/10/05,225649,16347414,73,73,72.2,72.5,0.1,187,1,71,76,30,24.02034494,22.85879016,20.53568058
2648,109/10/06,314954,22896849,72.8,72.9,72.5,72.8,0.3,273,1,71,75.6,39.13043478,29.05704156,24.92487396,16.66053876
2649,109/10/07,209000,15204000,72.8,72.9,72.5,72.9,0.1,159,1,71,75.6,41.30434783,33.13947698,27.66307496,16.71027093
2650,109/10/08,813750,59939700,73.2,74.3,73.2,73.4,0.5,568,0,71,75.6,52.17391304,39.484289,31.60347964,15.84186093
2651,109/10/12,382403,28044479,73.6,73.7,73.1,73.1,-0.3,262,0,71,74.7,56.75675676,45.24177825,36.14957918,17.96518103
2652,109/10/13,425083,30942875,73,73.2,72.6,73,-0.1,292,0,71.6,74.3,51.85185185,47.44513612,39.91476483,24.85402224
2653,109/10/14,519999,37889127,72.7,73.5,72.7,72.7,-0.3,319,1,71.6,74.3,40.74074074,45.21033766,41.67995577,34.61919199
2654,109/10/15,892932,65821400,72.7,75,72.7,74.5,1.8,635,0,71.6,75,85.29411765,58.57159766,47.31050307,24.78831389
2655,109/10/16,519977,38581697,75,75,73.7,73.9,-0.6,424,1,72.2,75,60.71428571,59.28582701,51.30227771,35.33517912
2656,109/10/19,751232,56249375,74.2,75.3,74.2,74.9,1,509,0,72.5,75.3,85.71428571,68.09531324,56.89995622,34.50924218
2657,109/10/20,550300,41302518,74.5,75.4,74.5,74.9,0,338,1,72.5,75.4,82.75862069,72.98308239,62.26099828,40.81683005
2658,109/10/21,1278377,96874326,75.2,76.2,74.9,75.8,0.9,787,1,72.6,76.2,88.88888889,78.28501789,67.60233815,46.23697867
2659,109/10/22,706558,53523263,75.8,76.4,75,76.4,0.6,400,0,72.6,76.4,100,85.52334526,73.57600719,49.68133104
2660,109/10/23,339199,25687063,75.6,76.2,75.5,75.6,-0.8,302,0,72.6,76.4,78.94736842,83.33135298,76.82778912,63.82066139
2661,109/10/26,224412,16889945,75.6,75.9,75,75,-0.6,193,1,72.7,76.4,62.16216216,76.27495604,76.64351143,77.3806222
2662,109/10/27,409006,30720306,75,75.3,75,75.3,0.3,245,0,72.7,76.4,70.27027027,74.27339412,75.85347232,79.01362873
2663,109/10/28,346100,25754849,75.3,75.3,74.1,74.1,-1.2,284,0,73.7,76.4,14.81481481,54.45386768,68.72027078,97.25307696
2664,109/10/29,475507,34920264,74,74,73,73.7,-0.4,297,0,73,76.4,20.58823529,43.16532355,60.20195504,94.275218
2665,109/10/30,462500,33946200,73.7,73.8,73,73.4,-0.3,382,0,73,76.4,11.76470588,32.698451,51.03412036,87.70545907
2666,109/11/02,306000,22347600,73.1,73.4,72.9,73,-0.4,229,0,72.9,76.4,2.857142857,22.75134828,41.60652967,79.31689243
2667,109/11/03,395399,28960766,73.6,73.6,73,73,0,340,1,72.9,76.4,2.857142857,16.11994647,33.11100193,67.09311286
2668,109/11/04,222079,16327922,73.3,73.8,73.1,73.7,0.7,187,0,72.9,76.2,24.24242424,18.82743906,28.34981431,47.39456481
2669,109/11/05,228044,16760845,73.3,73.9,73.2,73.4,-0.3,211,1,72.9,75.9,16.66666667,18.1071816,24.93560341,38.59244702
2670,109/11/06,903510,67005290,73.5,74.6,73.5,73.8,0.4,558,1,72.9,75.3,37.5,24.5714544,24.8142204,25.29975242
2671,109/11/09,1369922,103680650,74.9,76.2,74.9,75.8,2,900,1,72.9,76.2,87.87878788,45.67389889,31.76744657,3.954541916
2672,109/11/10,1843848,140508910,76.1,76.9,75.2,76,0.2,1206,1,72.9,76.9,77.5,56.28259926,39.93916413,7.252293872
2673,109/11/11,915387,70071631,75.6,77,75.6,76.2,0.2,671,1,72.9,77,80.48780488,64.35100113,48.07644313,15.52732713
2674,109/11/12,2009353,154603731,76.2,77.5,75.9,76.9,0.7,1186,0,72.9,77.5,86.95652174,71.88617467,56.01302031,24.2667116
2675,109/11/13,724906,55258335,76.4,76.5,76,76.2,-0.7,517,0,73,77.5,71.11111111,71.62782015,61.21795359,40.39822047
2676,109/11/16,1118520,84972454,76.8,76.8,75.3,76.1,-0.1,748,1,73.1,77.5,68.18181818,70.47915283,64.30502,51.95675435
2677,109/11/17,1208845,92825110,76.5,77.6,76,76.3,0.2,823,1,73.2,77.6,70.45454545,70.47095037,66.36033012,58.13908964
2678,109/11/18,528480,40503360,76.1,77,76.1,76.4,0.1,427,0,73.5,77.6,70.73170732,70.55786935,67.75950987,62.1627909
2679,109/11/19,657277,49802230,76.1,76.5,75.5,75.6,-0.8,488,0,74.9,77.6,25.92592593,55.68055488,63.73319154,79.83846486
2680,109/11/20,490882,37021265,75.6,75.9,75.2,75.3,-0.3,382,1,75.2,77.6,4.166666667,38.50925881,55.32521396,88.95712427
2681,109/11/23,2432319,188013409,77.2,78,76.1,77.9,2.6,1680,1,75.2,78,96.42857143,57.81569635,56.15537476,52.83473157
2682,109/11/24,2521483,198105347,78,79,78,78.6,0.7,1766,0,75.2,79,89.47368421,68.36835897,60.22636949,43.94239054
2683,109/11/25,2098126,163810062,79,79.5,77.3,77.6,-1,1495,1,75.2,79.5,55.81395349,64.18355714,61.54543204,56.26918185
2684,109/11/26,4428879,351781178,77.5,80.5,77.5,80.5,2.9,2513,0,75.2,80.5,100,76.12237143,66.40441184,46.96849266
2685,109/11/27,3886862,309671389,80.5,80.5,79,79.6,-0.9,2548,0,75.2,80.5,83.01886792,78.42120359,70.41000909,54.38762008
2686,109/11/30,1599631,126690054,79.8,79.9,78.8,79,-0.6,1072,0,75.2,80.5,71.69811321,76.18017346,72.33339721,64.63984471
2687,109/12/01,1132746,88793795,78.9,79,78,78.4,-0.6,821,1,75.2,80.5,60.37735849,70.91256847,71.85978763,73.75422596
2688,109/12/02,1605813,126890214,78.6,79.7,78.2,79.3,0.9,989,0,75.2,80.5,77.35849057,73.06120917,72.26026148,70.6583661
2689,109/12/03,1397705,110867016,79.3,79.9,78.7,78.7,-0.6,1010,0,76.1,80.5,59.09090909,68.40444248,70.97498848,76.11608048
2690,109/12/04,1264975,99761681,79.5,79.7,78.2,78.5,-0.2,848,1,77.3,80.5,37.5,58.10296165,66.68431287,83.84701531
2691,109/12/07,1057305,83129201,79,79.2,78.3,78.6,0.1,621,1,77.3,80.5,40.625,52.27697443,61.88186672,81.09165131
2692,109/12/08,1140048,90260016,79.5,79.9,78.7,79,0.4,956,1,77.5,80.5,50,51.51798296,58.4272388,72.24575049
2693,109/12/09,5151266,414418321,79.4,81.2,79.2,81,2,3324,1,78,81.2,93.75,65.59532197,60.81659986,51.25915563
2694,109/12/10,5107444,417501291,81,83,80.3,81.7,0.7,3548,0,78,83,74,68.39688131,63.34336034,53.2363184
2695,109/12/11,1884912,152831365,82.3,82.4,80.3,81.4,-0.3,1465,0,78,83,68,68.26458754,64.98376941,58.42213314
2696,109/12/14,1135665,92094184,81.9,81.9,80.5,80.5,-0.9,868,0,78.2,83,47.91666667,61.48194725,63.81649536,68.48559157
2697,109/12/15,1283915,102146698,81.2,81.2,78.8,78.8,-1.7,868,1,78.2,83,12.5,45.1546315,57.59587407,82.47835921
2698,109/12/16,1039133,82157981,79.8,79.8,78.8,78.9,0.1,756,0,78.2,83,14.58333333,34.96419878,50.05198231,80.22754936
2699,109/12/17,495581,39115122,79.1,79.4,78.3,78.8,-0.1,401,0,78.3,83,10.63829787,26.85556514,42.31984325,73.24839947
2700,109/12/18,651570,51336749,78.8,79.6,78.2,78.3,-0.5,472,0,78.2,83,2.083333333,18.59815454,34.41261368,66.04153196
2701,109/12/21,804397,62743783,79,79,77.3,77.9,-0.4,515,0,77.3,83,10.52631579,15.90754162,28.24425633,52.91768574
2702,109/12/22,1052388,81751721,77.9,78.2,77,77,-0.9,696,1,77,83,0,10.60502775,22.36451347,45.88348491
2703,109/12/23,684200,52726990,76.9,77.7,76.8,77.1,0.1,548,1,76.8,82.4,5.357142857,8.855732785,17.86158657,35.87329415
2704,109/12/24,422733,32803792,77.3,78,77.3,77.5,0.4,352,1,76.8,81.9,13.7254902,10.47898526,15.40071947,25.24418789
2705,109/12/25,533986,41631544,78,78.4,77.5,77.8,0.3,384,1,76.8,81.2,22.72727273,14.56174775,15.12106223,16.23969119
2706,109/12/28,642218,49981917,78.4,78.4,77.5,77.9,0.1,445,0,76.8,79.8,36.66666667,21.93005405,17.39072617,8.312070401
2707,109/12/29,534703,41671693,78.3,78.3,77.7,77.9,0,365,0,76.8,79.6,39.28571429,27.71527413,20.83224216,7.066178208
2708,109/12/30,608226,47257404,78.4,78.4,77.5,77.6,-0.3,488,1,76.8,79.6,28.57142857,28.00065894,23.22171442,13.66382537
2709,109/12/31,617259,48092217,78.1,78.2,77.6,78,0.4,437,1,76.8,79,54.54545455,36.84892414,27.76411766,9.594504693
2710,110/01/04,1101365,86613127,78.4,78.9,78.2,78.9,0.9,814,1,76.8,78.9,100,57.89928276,37.80917269,-2.371047442
2711,110/01/05,2942643,236582034,79,81,79,80.7,1.8,1967,0,76.8,81,92.85714286,69.55190279,48.39008273,6.066442595
2712,110/01/06,2854763,230049841,81.7,81.8,78.9,79.5,-1.2,1863,1,77.3,81.8,48.88888889,62.66423149,53.14813232,34.11593396
2713,110/01/07,2155389,173317088,80.6,81.5,79.6,80,0.5,1228,0,77.5,81.8,58.13953488,61.15599929,55.81742131,45.14026534
2714,110/01/08,2203297,173982957,80.5,80.6,78.3,79,-1,1523,0,77.5,81.8,34.88372093,52.39857317,54.67780526,59.23626944
2715,110/01/11,1814722,143257212,78.6,79.6,78.5,78.8,-0.2,1163,0,77.5,81.8,30.23255814,45.00990149,51.45517067,64.34570903
2716,110/01/12,2085646,163031673,78.6,79.8,77,77.1,-1.7,1533,0,77,81.8,2.083333333,30.70104544,44.53712893,72.2092959
2717,110/01/13,2051297,158121453,77.3,78,76.8,77,-0.1,1304,0,76.8,81.8,4,21.80069696,36.95831827,67.2735609
2718,110/01/14,1535945,117831812,77,77.4,76.4,76.9,-0.1,1144,0,76.4,81.8,9.259259259,17.62021773,30.51228476,56.29641882
2719,110/01/15,1770914,134441198,77.2,77.3,75.2,75.2,-1.7,1247,0,75.2,81.8,0,11.74681182,24.25712711,49.2777577
2720,110/01/18,1408562,104529643,75,75.4,73.4,74.2,-1,933,0,73.4,81.8,9.523809524,11.00581105,19.84002176,37.50844317
2721,110/01/19,1118712,82796655,74.1,74.5,73.8,73.9,-0.3,756,0,73.4,81.5,6.172839506,9.394820537,16.35828802,30.28522298
2722,110/01/20,2239007,163091342,74.8,74.9,71.8,72,-1.9,1597,0,71.8,80.6,2.272727273,7.020789449,13.24578849,25.69578659
2723,110/01/21,1370817,98269171,72.6,72.7,71.1,71.2,-0.8,988,1,71.1,79.8,1.149425287,5.063668062,10.51841502,21.42790893
2724,110/01/22,1483230,108697041,71.5,74,71.5,73.6,2.4,1106,1,71.1,79.8,28.73563218,12.95432277,11.33038427,8.082507265
2725,110/01/25,1226157,90194185,73.6,74,72.6,73.9,0.3,845,1,71.1,78,40.57971014,22.16278523,14.94118459,0.497983308
2726,110/01/26,950363,69931594,73.6,74.4,73,74,0.1,667,1,71.1,77.4,46.03174603,30.1191055,20.00049156,-0.23673632
2727,110/01/27,1360633,101734507,74,75.3,74,74.7,0.7,924,1,71.1,77.3,58.06451613,39.43424237,26.4784085,0.566740741
2728,110/01/28,1119154,83817267,74.6,75.4,73.9,75,0.3,845,0,71.1,75.4,90.69767442,56.52205306,36.49295668,-3.565236063
2729,110/01/29,896256,66094916,75.1,75.1,72.9,73.4,-1.6,732,0,71.1,75.4,53.48837209,55.51082607,42.83224648,17.4750873
2730,110/02/01,509194,36872196,72.7,73,71.7,72.6,-0.8,371,1,71.1,75.4,34.88372093,48.63512436,44.7665391,37.0293686
2731,110/02/02,377363,27635363,72.9,73.5,72.9,73.2,0.6,269,0,71.1,75.4,48.8372093,48.702486,46.0785214,40.8305922
2732,110/02/03,491600,36012957,73.5,73.7,72.8,72.8,-0.4,300,0,71.5,75.4,33.33333333,43.57943511,45.24549264,48.57760769
2733,110/02/04,636848,46115028,72.6,73.3,71.9,72,-0.8,501,1,71.7,75.4,8.108108108,31.75565945,40.74888158,58.73532584
2734,110/02/05,719354,51884695,72.6,72.7,71.9,72.1,0.1,479,1,71.7,75.4,10.81081081,24.77404323,35.42393546,56.72371992
2735,110/02/17,921800,66998206,73.6,73.6,72.3,72.6,0.5,697,1,71.7,75.4,24.32432432,24.62413693,31.82400262,46.22373399
2736,110/02/18,1396076,102783147,73.1,74,73,73.7,1.1,1045,1,71.7,75.4,54.05405405,34.43410931,32.69403818,29.21389593
2737,110/02/19,1316330,97194175,73.7,74.2,73.6,73.9,0.2,928,1,71.7,75.1,64.70588235,44.52470032,36.63759223,20.86337604
2738,110/02/22,956400,70895438,74.1,74.4,73.9,74,0.1,660,0,71.7,74.4,85.18518519,58.07819528,43.78445991,15.19698918
2739,110/02/23,919455,67377726,73.8,73.8,72.8,73.5,-0.5,625,0,71.9,74.4,64,60.05213018,49.20701667,27.51678964
2740,110/02/24,1219313,89332324,73.2,73.7,73,73.1,-0.4,773,1,71.9,74.4,48,56.03475346,51.48292893,42.37927988
2741,110/02/25,727585,53358783,73.8,73.8,73.1,73.4,0.3,514,0,71.9,74.4,60,57.3565023,53.44078672,45.60935556
2742,110/02/26,1575110,114619342,73,73,72.6,72.8,-0.6,1188,0,71.9,74.4,36,50.2376682,52.37308055,56.64390524
2743,110/03/02,8223499,598561873,73.2,73.4,72.1,72.2,-0.6,1080,0,72.1,74.4,4.347826087,34.94105416,46.56240509,69.80510693
2744,110/03/03,2023579,145029335,72.5,72.5,71.3,71.6,-0.6,1251,0,71.3,74.4,9.677419355,26.51984256,39.88155091,66.60496761
2745,110/03/04,1877567,133180910,71.5,71.5,70.6,70.7,-0.9,1355,0,70.6,74.4,2.631578947,18.55708802,32.77339662,61.2060138
2746,110/03/05,1381355,97061202,70.2,70.4,70.1,70.2,-0.5,878,1,70.1,74.4,2.325581395,13.14658581,26.23112635,52.40020742
2747,110/03/08,1741917,124809471,71.4,72.1,71.1,71.1,0.9,1113,1,70.1,73.8,27.02702703,17.77339955,23.41188408,34.68885315
2748,110/03/09,2355941,167014493,71,71.8,70.3,71.3,0.2,1198,0,70.1,73.8,32.43243243,22.65974385,23.16117067,24.16402432
2749,110/03/10,1367489,97551776,71.9,72.1,70.7,71,-0.3,926,1,70.1,73.8,24.32432432,23.214604,23.17898178,23.10773734
2750,110/03/11,1674520,119473745,71,71.7,71,71.3,0.3,1162,1,70.1,73.4,36.36363636,27.59761479,24.65185945,18.76034877
2751,110/03/12,1330853,95052572,71.8,71.8,71.2,71.5,0.2,813,1,70.1,73.4,42.42424242,32.539824,27.28118097,16.7638949
2752,110/03/15,934710,66949662,71.5,71.7,71.5,71.7,0.2,628,1,70.1,72.5,66.66666667,43.91543822,32.82593339,10.64692371
2753,110/03/16,1204703,86554203,71.7,72.1,71.6,71.8,0.1,689,0,70.1,72.1,85,57.61029215,41.08738631,8.041574625
2754,110/03/17,1152415,82708398,71.8,72.1,71.5,71.7,-0.1,739,1,70.1,72.1,80,65.0735281,49.0827669,17.10124452
2755,110/03/18,8553859,631294924,71.8,74.6,71.8,74.4,2.7,4830,0,70.3,74.6,95.34883721,75.1652978,57.77694387,23.00023601
2756,110/03/19,4108600,302635384,74.1,74.1,73.3,73.7,-0.7,2558,0,70.3,74.6,79.06976744,76.46678768,64.00689181,39.08710006
2757,110/03/22,2677056,195459477,73.8,73.8,72.3,73.2,-0.5,1847,0,70.7,74.6,64.1025641,72.34537982,66.78638781,55.66840379
2758,110/03/23,2158221,158103363,73.5,73.9,72.8,72.9,-0.3,1359,1,71,74.6,52.77777778,65.82284581,66.46520714,67.74992982
2759,110/03/24,1254461,91592786,72.8,73.3,72.6,73.1,0.2,787,1,71.2,74.6,55.88235294,62.50934819,65.14658749,70.4210661
2760,110/03/25,5239052,388311753,73.6,74.8,73.4,73.4,0.3,3201,0,71.5,74.8,57.57575758,60.86481798,63.71933099,69.428357
2761,110/03/26,1726474,126794375,73.9,74.2,73.1,73.2,-0.2,1183,0,71.5,74.8,51.51515152,57.74826249,61.72897482,69.69039948
2762,110/03/29,1590090,116059047,73.3,73.7,72.8,73,-0.2,1063,1,71.5,74.8,45.45454545,53.65035681,59.03610215,69.80759283
2763,110/03/30,2315418,169180091,73,73.5,72.8,73.5,0.5,1159,1,71.8,74.8,56.66666667,54.65579343,57.57599925,63.41641088
2764,110/03/31,4140169,307156814,73.7,74.6,73.6,74.1,0.6,2627,1,72.3,74.8,72,60.43719562,58.52973137,54.71480287
2765,110/04/01,4911215,368581985,74.8,75.5,74.1,75.4,1.3,3193,1,72.3,75.5,96.875,72.58313041,63.21419772,44.47633233
2766,110/04/06,3878958,293710155,76.2,76.3,75.1,75.7,0.3,2241,1,72.6,76.3,83.78378378,76.31668154,67.58169232,50.1117139
2767,110/04/07,2400801,181009761,75.9,76.1,74.7,76.1,0.4,1610,1,72.6,76.3,94.59459459,82.40931922,72.52423462,52.75406543
2768,110/04/08,4621911,355925066,77,77.6,76.5,76.5,0.4,3039,1,72.8,77.6,77.08333333,80.63399059,75.22748661,64.41447866
2769,110/04/09,3037396,233301765,77.1,77.3,76.1,76.7,0.2,1865,0,72.8,77.6,81.25,80.83932706,77.0981001,69.61564617
2770,110/04/12,3436379,263632156,77.2,77.3,76.2,76.5,-0.2,1994,0,72.8,77.6,77.08333333,79.58732915,77.92784312,74.60887104
2771,110/04/13,4297624,331063982,77,77.8,75.7,75.8,-0.7,2642,0,72.8,77.8,60,73.05821943,76.30463522,82.7974668
2772,110/04/14,3103827,232776640,76,76.5,73.7,75,-0.8,1894,1,73.6,77.8,33.33333333,59.81659073,70.80862039,92.79267971
2773,110/04/15,1680200,126766185,75.1,75.8,75.1,75.5,0.5,878,1,73.7,77.8,43.90243902,54.5118735,65.37637143,87.10536729
2774,110/04/16,1934368,147801939,75.9,76.9,75.9,76.2,0.7,1141,0,73.7,77.8,60.97560976,56.66645225,62.47306504,74.0862906
2775,110/04/19,1747868,132777653,76.9,76.9,75.5,75.6,-0.6,1074,0,73.7,77.8,46.34146341,53.22478931,59.39030646,71.72134077
2776,110/04/20,1396306,105260714,75.7,75.7,75.1,75.5,-0.1,845,0,73.7,77.8,43.90243902,50.11733921,56.29931738,68.66327371
2777,110/04/21,1101202,82747435,75.3,75.4,75,75.1,-0.4,711,0,73.7,77.8,34.14634146,44.7936733,52.46410268,67.80496146
2778,110/04/22,2703522,200283112,75.2,75.4,73.1,73.3,-1.8,1747,0,73.1,77.8,4.255319149,31.28088858,45.40303132,73.64731679
2779,110/04/23,1054746,77422450,73.3,73.8,73.1,73.3,0,765,1,73.1,77.8,4.255319149,22.27236544,37.69280936,68.53369719
2780,110/04/26,922951,67913520,73.5,74,73.1,73.8,0.5,658,1,73.1,76.9,18.42105263,20.9885945,32.12473774,54.39702421
2781,110/04/27,1077742,79616087,73.7,74.5,73.2,74.3,0.5,707,1,73.1,76.9,31.57894737,24.51871212,29.58939587,39.73076335
2782,110/04/28,1434608,107319599,74.7,75.2,74.3,75.2,0.9,1068,0,73.1,76.9,55.26315789,34.76686071,31.31521748,24.41193102
2783,110/04/29,1286931,96182119,75.5,75.5,74.1,74.1,-1.1,778,0,73.1,76.9,26.31578947,31.94983697,31.52675731,30.680598
2784,110/05/03,1408289,102308717,74.1,74.1,71.8,71.8,-2.3,1036,0,71.8,75.7,0,21.29989131,28.11780198,41.75362331
2785,110/05/04,3105865,216605357,71.8,72.3,68.1,69.4,-2.4,2025,1,68.1,75.5,17.56756757,20.0557834,25.43046245,36.17982056
2786,110/05/05,1100427,76972219,70,70.3,69.5,69.8,0.4,556,1,68.1,75.5,22.97297297,21.02817992,23.96303494,29.83274498
2787,110/05/06,850212,59545721,70.4,70.5,69.7,69.9,0.1,522,1,68.1,75.5,24.32432432,22.12689472,23.3509882,25.79917516
2788,110/05/07,647227,45610824,71,71.1,70.1,70.6,0.7,557,0,68.1,75.5,33.78378378,26.01252441,24.23816694,20.68945199
2789,110/05/10,1233335,85112733,70.6,71.3,70.1,70.1,-0.5,718,0,68.1,75.5,27.02702703,26.35069195,24.94234194,22.12564193
2790,110/05/11,2565238,173846361,69.7,69.7,66.2,66.7,-3.4,1614,0,66.2,75.5,5.376344086,19.35924266,23.08130885,30.52544122
2791,110/05/12,2955901,187525874,66.6,66.6,60.7,63.3,-3.4,2043,0,60.7,75.5,17.56756757,18.76201763,21.64154511,27.40060007
2792,110/05/13,1854923,114032599,61.8,62.8,60.1,61.6,-1.7,1232,1,60.1,74.1,10.71428571,16.07944032,19.78751018,27.20364989
2793,110/05/14,1557159,97681663,62.2,63.5,62,63.3,1.7,1128,0,60.1,72.3,26.2295082,19.46279628,19.67927221,20.11222408
2794,110/05/17,2135374,130588737,62.5,62.5,59.1,59.8,-3.5,1432,1,59.1,71.3,5.737704918,14.88776583,18.08210342,24.4707786
2795,110/05/18,862172,54104564,61,63.6,60.9,63.5,3.7,621,1,59.1,71.3,36.06557377,21.94703514,19.37041399,14.2171717
2796,110/05/19,649763,41484011,63.5,64.3,63.2,63.7,0.2,549,0,59.1,71.3,37.70491803,27.19966277,21.98016359,11.54116521
2797,110/05/20,786557,49182635,63.7,63.7,62,62,-1.7,652,1,59.1,71.3,23.7704918,26.05660578,23.33897765,17.90372139
2798,110/05/21,3971652,267890548,68.2,68.2,65.3,66.2,4.2,1967,0,59.1,69.7,66.98113208,39.69811455,28.79202328,6.979840756
2799,110/05/24,1911327,122643814,65.5,65.6,63.5,64.3,-1.9,1473,1,59.1,68.2,57.14285714,45.51302875,34.36569177,12.07101782
2800,110/05/25,886731,57303116,64.5,65,64.2,64.8,0.5,636,1,59.1,68.2,62.63736264,51.22114004,39.98417453,17.5102435
2801,110/05/26,531330,34300966,65,65,64.2,65,0.2,456,1,59.1,68.2,64.83516484,55.75914831,45.24249912,24.20920075
2802,110/05/27,932771,60801654,65.5,65.5,64.7,65.2,0.2,544,1,59.1,68.2,67.03296703,59.51708788,50.00069537,30.96791036
2803,110/05/28,780046,51298102,65.8,66,65.5,66,0.8,563,1,60.9,68.2,69.8630137,62.96572982,54.32237352,37.03566093
2804,110/05/31,691899,45832841,66.3,66.6,65.8,66.5,0.5,542,1,62,68.2,72.58064516,66.1707016,58.27181622,42.47404545
2805,110/06/01,592649,39793501,66.9,67.5,66.6,67.4,0.9,447,0,62,68.2,87.09677419,73.14605913,63.22989719,43.3975733
2806,110/06/02,969386,64647772,67.7,67.7,66.2,66.4,-1,732,0,63.5,68.2,61.70212766,69.33141531,65.26373656,57.12837907
2807,110/06/03,887057,58737126,67,67,65.9,66.2,-0.2,619,0,63.5,67.7,64.28571429,67.64951497,66.05899603,62.87795816
2808,110/06/04,1450131,94051333,66.3,66.3,64.5,64.6,-1.6,1181,0,64.2,67.7,11.42857143,48.90920045,60.3423975,83.20879161
2809,110/06/07,823652,52592032,65,65,63.3,64,-0.6,714,1,63.3,67.7,15.90909091,37.90916394,52.86465298,82.77563107
2810,110/06/08,276937,17810390,64.6,64.6,64,64.1,0.1,249,1,63.3,67.7,18.18181818,31.33338202,45.68756266,74.39592395
2811,110/06/09,486416,31644584,64.5,65.4,64.3,64.7,0.6,412,1,63.3,67.7,31.81818182,31.49498195,40.95670243,59.88014337
2812,110/06/10,582496,38402589,64.8,66.7,64.8,66,1.3,474,0,63.3,67.7,61.36363636,41.45120009,41.12153498,40.46220476
2813,110/06/11,516130,33918549,66.2,66.5,65.2,65.5,-0.5,375,1,63.3,67.7,50,44.30080006,42.18129001,37.9422699
2814,110/06/15,591706,38945589,66.2,66.5,65.3,65.9,0.4,496,1,63.3,67.7,59.09090909,49.2308364,44.53113881,35.13174361
2815,110/06/16,746196,49477492,66,66.7,65.9,66.2,0.3,542,0,63.3,67,78.37837838,58.94668373,49.33632045,30.11559388
2816,110/06/17,655386,43340536,66.3,66.6,65.4,65.9,-0.3,537,1,63.3,66.7,76.47058824,64.78798523,54.48687537,33.88465566
2817,110/06/18,815739,54305552,66,66.9,66,66.5,0.6,610,0,63.3,66.9,88.88888889,72.82161978,60.59845684,36.15213097
2818,110/06/21,538390,35523382,66.3,66.5,65.5,66.2,-0.3,371,0,64,66.9,75.86206897,73.83510284,65.01067218,47.36181084
2819,110/06/22,515052,34028101,66.7,66.8,65.6,65.8,-0.4,393,1,64.3,66.9,57.69230769,68.45417113,66.15850516,61.56717323
2820,110/06/23,779768,52174440,66.4,67.5,66,66.8,1,518,1,64.8,67.5,74.07407407,70.32747211,67.54816081,61.98953821
2821,110/06/24,287551,19259894,67.3,67.5,66.8,66.9,0.1,267,1,65.2,67.5,73.91304348,71.52266257,68.87299473,63.57365905
2822,110/06/25,983534,67034556,67.5,68.8,67.2,68.8,1.9,743,0,65.3,68.8,100,81.01510838,72.92036594,56.73088108
2823,110/06/28,1070486,73033800,69.1,69.2,67.5,68.4,-0.4,791,1,65.4,69.2,78.94736842,80.32586173,75.38886454,65.51487016
